poly_id,tea_probability,tea_fraction,n_pixels
733,0.010287468,0.0,23
734,0.010479388,0.0,171
735,0.01327572,0.0,17
736,0.012234646,0.0,53
737,0.019152062,0.0,13
738,0.014700815,0.0,64
739,0.009165514,0.0,11
740,0.017031679,0.0,15
741,0.012336812,0.0,17
742,0.021479338,0.0,20
743,0.021108728,0.0,16
744,0.02427142,0.0,157
745,0.016564514,0.0,19
746,0.010876847,0.0,118
747,0.012937132,0.0,58
748,0.021489609,0.0,19
749,0.018105872,0.0,35
750,0.010868731,0.0,25
751,0.011836674,0.0,12
752,0.01452786,0.0,16
753,0.022299683,0.0,15
754,0.02083818,0.0,52
755,0.016402606,0.0,17
756,0.014494897,0.0,29
757,0.021114212,0.0,14
758,0.012846463,0.0,14
759,0.013689916,0.0,96
760,0.022914188,0.0,37
761,0.0113923075,0.0,681
762,0.01050717,0.0,18
763,0.017401192,0.0,19
764,0.009675959,0.0,16
765,0.010624356,0.0,84
766,0.022257607,0.0,42
767,0.010417654,0.0,14
768,0.012661638,0.0,16
769,0.009764992,0.0,44
770,0.01152322,0.0,15
771,0.016162345,0.0,16
772,0.012191511,0.0,14
773,0.02023506,0.0,13
774,0.010228964,0.0,230
775,0.029457545,0.0,16
776,0.018700754,0.0,15
777,0.018985905,0.0,43
778,0.022275709,0.0,27
779,0.019909875,0.0,17
780,0.03364519,0.0,15
781,0.009446715,0.0,28
782,0.013026223,0.0,76
783,0.017836671,0.0,42
784,0.021658408,0.0,12
785,0.011922075,0.0,15
786,0.022030119,0.0,10
787,0.011012931,0.0,61
788,0.011886049,0.0,47
789,0.018995501,0.0,44
790,0.026390905,0.0,92
791,0.013620091,0.0,10
792,0.0108856335,0.0,48
793,0.012260535,0.0,13
794,0.012126978,0.0,71
795,0.009699029,0.0,18
796,0.020517213,0.0,191
797,0.012992325,0.0,21
798,0.01713645,0.0,17
799,0.016647602,0.0,16
800,0.019823087,0.0,12
801,0.01659637,0.0,88
